"Iteration","Epoch","Cumulated_Reward","Entropy","Critic Loss","Discounted Reward"
1,0,211.0,1.8685455,0,19.798882513335975
2,0,155.0,1.8560467,0,19.75971033149484
3,0,170.0,1.8434963,0,19.67824512128714
4,0,181.0,1.7742984,0,20.167969869335213
5,0,208.0,1.8830694,0,19.750840539836133
6,0,114.0,1.9308652,0,19.602755567557534
7,0,139.0,1.8777606,0,19.81698755037146
8,0,139.0,1.8863736,0,19.79437582041893
9,0,125.0,1.8658538,0,19.677203251143705
10,0,166.0,1.9391209,0,19.690952070956662
11,0,116.0,1.8606311,0,19.623107876415705
12,0,304.0,1.8255737,0,20.22741207841141
13,0,254.0,1.8675184,0,19.814528115484165
14,0,130.0,1.7534091,0,19.67027854965898
15,0,129.0,1.8232532,0,19.734831036707924
16,0,169.0,1.9010477,0,20.213651127188708
17,0,156.0,1.8692976,0,20.267444025103757
18,0,137.0,1.8060039,0,19.79296985104225
19,0,183.0,1.8214806,0,20.160902529143534
20,0,126.0,1.9320915,0,19.649308965431615
21,0,157.0,1.7733233,0,20.291897464429198
22,0,521.0,1.8723702,0,20.240343467643935
23,1,163.0,1.8024418,129.17235,19.80215984504
24,1,148.0,1.7532785,129.17235,19.83491578136031
25,1,167.0,1.926416,129.17235,20.246948554569606
26,1,135.0,1.8779918,129.17235,19.767292928184506
27,1,177.0,1.8160925,129.17235,19.807122576571174
28,1,160.0,1.8472725,129.17235,19.803137685531915
29,1,140.0,1.6786532,129.17235,19.783397137603174
30,1,185.0,1.7208855,129.17235,19.833810721041825
31,1,257.0,1.7309791,129.17235,20.253378739773883
32,1,166.0,1.8676938,129.17235,20.27151827082439
33,1,199.0,1.7336805,129.17235,19.761812582698237
34,1,242.0,1.7914867,129.17235,20.232521549947027
35,1,242.0,1.8382185,129.17235,20.312002288463848
36,1,198.0,1.6932715,129.17235,19.721690607901028
37,1,125.0,1.7065501,129.17235,19.683258661551182
38,1,111.0,1.8118001,129.17235,19.641695903821415
39,1,137.0,1.6752797,129.17235,19.779687239603447
40,1,177.0,1.7886616,129.17235,20.180219317185863
41,1,125.0,1.7257667,129.17235,19.7719107859949
42,1,154.0,1.9252008,129.17235,20.242390992041038
43,1,128.0,1.6759421,129.17235,19.631751173302753
44,1,302.0,1.8922222,129.17235,19.81250930582934
45,1,168.0,1.9100604,129.17235,20.238919187358963
46,2,134.0,1.7115765,19.231256,19.731439817938167
47,2,169.0,1.8128647,19.231256,19.81165062999096
48,2,251.0,1.7938646,19.231256,19.82823145371719
49,2,211.0,1.6501195,19.231256,19.791737413713804
50,2,327.0,1.7326937,19.231256,20.208247836165786
51,2,254.0,1.7833112,19.231256,20.294395075415903
52,2,385.0,1.9232237,19.231256,20.327648705289313
53,2,122.0,1.6397214,19.231256,19.761065038443945
54,2,216.0,1.775487,19.231256,20.14986503921786
55,2,167.0,1.7885963,19.231256,19.741947147892045
56,2,247.0,1.8409139,19.231256,20.274419010683346
57,2,161.0,1.8204541,19.231256,19.770014901636163
58,2,174.0,1.678496,19.231256,19.810531112753186
59,2,136.0,1.7790459,19.231256,19.83212433531391
60,2,161.0,1.7857184,19.231256,19.782549086517673
61,2,163.0,1.742246,19.231256,20.2775050289325
62,2,292.0,1.8282192,19.231256,20.330759893118067
63,2,164.0,1.6645746,19.231256,20.29967716283816
64,2,165.0,1.8676304,19.231256,19.7923279113373
65,2,126.0,1.8660549,19.231256,19.708561666210336
66,3,124.0,1.626294,14.8027935,19.749962064822252
67,3,121.0,1.7217218,14.8027935,19.656131250326673
68,3,211.0,1.8828604,14.8027935,20.204129543281496
69,3,151.0,1.8484471,14.8027935,19.71047147220434
70,3,184.0,1.7120135,14.8027935,19.864372281067418
71,3,294.0,1.6304202,14.8027935,19.775166095673082
72,3,132.0,1.6241597,14.8027935,19.74404168393635
73,3,138.0,1.6274698,14.8027935,19.819946588605333
74,3,125.0,1.8304584,14.8027935,19.69933037521277
75,3,225.0,1.6242892,14.8027935,19.815614069040546
76,3,158.0,1.6590767,14.8027935,19.825496193990844
77,3,199.0,1.6927798,14.8027935,19.76069607351416
78,3,206.0,1.7781764,14.8027935,19.768417591949508
79,3,124.0,1.7988993,14.8027935,19.666588064790727
80,3,175.0,1.5863861,14.8027935,19.832030538385986
81,3,158.0,1.6356057,14.8027935,19.782376061095817
82,3,172.0,1.6528158,14.8027935,19.805514832568132
83,3,207.0,1.6473076,14.8027935,20.421991212963256
84,3,230.0,1.6303338,14.8027935,20.408935888864164
85,3,168.0,1.7751694,14.8027935,20.208925749748573
86,3,265.0,1.6404169,14.8027935,19.7417367144464
87,3,126.0,1.6493543,14.8027935,19.80545523049466
88,3,133.0,1.8019884,14.8027935,19.81144975496332
89,4,219.0,1.6194444,13.748345,20.279743403409583
90,4,220.0,1.7768409,13.748345,19.81905728898865
91,4,291.0,1.7605267,13.748345,20.274030460320446
92,4,123.0,1.4580724,13.748345,19.743230466304848
93,4,216.0,1.5930593,13.748345,20.20785689847714
94,4,129.0,1.667408,13.748345,19.715302870539894
95,4,165.0,1.7740105,13.748345,20.265245765035772
96,4,159.0,1.8092157,13.748345,20.238676435896306
97,4,182.0,1.5980251,13.748345,19.827270765964084
98,4,156.0,1.654561,13.748345,20.178006643484814
99,4,259.0,1.6521568,13.748345,20.32041224526995
100,4,252.0,1.6894763,13.748345,19.8768209555194
101,4,170.0,1.6819983,13.748345,20.19913851224497
102,4,250.0,1.8655102,13.748345,19.841695652874087
103,4,173.0,1.7505223,13.748345,19.737412201376774
104,4,263.0,1.781389,13.748345,19.825114215200664
105,4,133.0,1.7119577,13.748345,19.705494736353103
106,4,204.0,1.7149312,13.748345,20.152665494382894
107,4,373.0,1.8579465,13.748345,20.287344437404307
108,4,138.0,1.6408643,13.748345,19.823997088459215
109,5,257.0,1.7300123,14.038539,19.861889256224867
110,5,164.0,1.630061,14.038539,20.166357598456155
111,5,181.0,1.7215332,14.038539,20.247234419554843
112,5,174.0,1.8062708,14.038539,19.803608921498196
113,5,168.0,1.6676722,14.038539,20.18751701119841
114,5,199.0,1.8370163,14.038539,19.73186248265334
115,5,296.0,1.8041503,14.038539,20.243563156592643
116,5,204.0,1.7848176,14.038539,20.290864138733976
117,5,285.0,1.6912969,14.038539,19.783768525589977
118,5,252.0,1.8436556,14.038539,19.7737700087126
119,5,133.0,1.8427297,14.038539,19.788268401621707
120,5,188.0,1.7096425,14.038539,19.833999537533476
121,5,172.0,1.7378131,14.038539,19.76805172981646
122,5,253.0,1.7692984,14.038539,20.3639069023315
123,5,125.0,1.7273613,14.038539,19.815640150128598
124,5,156.0,1.5788717,14.038539,19.79829521138562
125,5,118.0,1.782215,14.038539,19.756737750743508
126,5,244.0,1.8704289,14.038539,19.853054784347115
127,5,159.0,1.7972441,14.038539,19.767089599325104
128,5,131.0,1.8088017,14.038539,19.77614379001192
129,5,260.0,1.8094463,14.038539,20.260476601647355
130,6,113.0,1.8255541,13.285531,19.603676260529486
131,6,324.0,1.5968494,13.285531,19.783525460729983
132,6,182.0,1.787143,13.285531,19.84361257995531
133,6,234.0,1.7030128,13.285531,19.81825113308223
134,6,182.0,1.5894542,13.285531,20.16374823603881
135,6,133.0,1.7448123,13.285531,19.749881265672116
136,6,288.0,1.5866375,13.285531,20.34867289353047
137,6,122.0,1.8396605,13.285531,19.783818415113153
138,6,133.0,1.7280042,13.285531,19.771446017032346
139,6,271.0,1.6471637,13.285531,19.83793590201886
140,6,373.0,1.6308703,13.285531,19.800711421514173
141,6,181.0,1.8114063,13.285531,20.201212111812
