"Iteration","Epoch","Cumulated_Reward","Entropy","Critic Loss","Discounted Reward"
1,0,119.0,1.9182029,0,19.62914696210783
2,0,154.0,1.9272392,0,19.69790807639031
3,0,174.0,1.8961169,0,19.69571214842891
4,0,177.0,1.9239507,0,19.77342553330799
5,0,168.0,1.9065336,0,19.82358386614317
6,0,118.0,1.9139407,0,19.647184244897115
7,0,124.0,1.9050598,0,19.77264278929942
8,0,170.0,1.8545808,0,20.338155693641628
9,0,140.0,1.9124697,0,19.828320742722802
10,0,124.0,1.8886359,0,19.76813888315662
11,0,121.0,1.9020985,0,19.67112578088424
12,0,127.0,1.9341233,0,19.69697804868988
13,0,217.0,1.8969803,0,19.76425723196735
14,0,168.0,1.913533,0,19.75091474579708
15,0,160.0,1.9263096,0,19.769780295686175
16,0,285.0,1.9112911,0,19.742349930958543
17,0,116.0,1.9366182,0,19.64148689972067
18,0,358.0,1.8826,0,19.799284494278474
19,0,122.0,1.9020637,0,19.689936853807325
20,0,197.0,1.9031122,0,20.318268325622935
21,0,240.0,1.8884301,0,19.78553208495292
22,0,225.0,1.886101,0,19.8152739662596
23,0,214.0,1.9012091,0,19.7310913030299
24,1,114.0,1.9191446,121.54537,19.62560425598109
25,1,125.0,1.9153496,121.54537,19.766528736875006
26,1,123.0,1.8901054,121.54537,19.79226013239018
27,1,178.0,1.9407184,121.54537,20.259729417624754
28,1,206.0,1.9267939,121.54537,19.73800641529097
29,1,160.0,1.896933,121.54537,20.223555916081843
30,1,180.0,1.9097632,121.54537,19.76027559937266
31,1,160.0,1.9208825,121.54537,19.776895207345017
32,1,130.0,1.9423821,121.54537,19.74808948487253
33,1,215.0,1.9345624,121.54537,20.402347815447296
34,1,291.0,1.9133389,121.54537,20.207957347637556
35,1,208.0,1.9119236,121.54537,19.78124645101069
36,1,160.0,1.9074667,121.54537,20.311950258827803
37,1,346.0,1.9220469,121.54537,20.411535396318595
38,1,214.0,1.9120493,121.54537,19.80324566848135
39,1,214.0,1.8899035,121.54537,19.765981092696062
40,1,193.0,1.8814689,121.54537,19.806887575373384
41,1,169.0,1.8937562,121.54537,19.83667227347898
42,1,117.0,1.9054495,121.54537,19.715127858025557
43,1,362.0,1.9363931,121.54537,19.715791648601012
44,1,568.0,1.9322475,121.54537,20.215785565230473
45,2,208.0,1.9028279,31.627226,19.750488319430072
46,2,299.0,1.9339991,31.627226,19.858343652239576
47,2,116.0,1.9285364,31.627226,19.632313016745034
48,2,219.0,1.904656,31.627226,19.83523567790115
49,2,301.0,1.887494,31.627226,19.78748725841945
50,2,127.0,1.9192414,31.627226,19.80748797144225
51,2,161.0,1.9324118,31.627226,19.802226627462144
52,2,126.0,1.9250542,31.627226,19.769603279286777
53,2,206.0,1.9117596,31.627226,19.77563707441268
54,2,215.0,1.8805196,31.627226,20.29937366007426
55,2,404.0,1.9242752,31.627226,19.852153009436947
56,2,201.0,1.931375,31.627226,19.830649056053726
57,2,284.0,1.8564985,31.627226,20.436659796345616
58,2,221.0,1.8634998,31.627226,20.262447069010065
59,2,305.0,1.9234874,31.627226,19.839355851633144
60,2,198.0,1.9057752,31.627226,19.87232455569701
61,2,194.0,1.9075191,31.627226,19.85794371539816
62,2,217.0,1.9384682,31.627226,20.241009171598275
63,3,213.0,1.9341717,15.844331,19.84024418961791
64,3,159.0,1.9162538,15.844331,19.724249822813917
65,3,142.0,1.8758794,15.844331,19.804515916686853
66,3,241.0,1.8584114,15.844331,20.380425820625295
67,3,209.0,1.7911416,15.844331,20.26512763841861
68,3,171.0,1.8517001,15.844331,19.83646958812526
69,3,208.0,1.9231052,15.844331,19.827193392276474
70,3,192.0,1.892198,15.844331,19.81781105431189
71,3,202.0,1.8257322,15.844331,19.86545861157814
72,3,182.0,1.9114808,15.844331,19.81874642311378
73,3,153.0,1.8773339,15.844331,19.828144289440164
74,3,218.0,1.882308,15.844331,19.710990268908798
75,3,139.0,1.9365712,15.844331,19.836851084748385
76,3,202.0,1.8747485,15.844331,20.36205176946995
77,3,135.0,1.836169,15.844331,19.81766771786339
78,3,125.0,1.9216048,15.844331,19.794368228430347
79,3,209.0,1.9267962,15.844331,19.849207056718345
80,3,181.0,1.8975922,15.844331,20.18637697339005
81,3,246.0,1.8394948,15.844331,19.76718605328788
82,3,132.0,1.8612401,15.844331,19.793892723737745
83,3,346.0,1.8579943,15.844331,19.783627301446177
84,4,169.0,1.8992437,14.910628,20.197773463304284
85,4,186.0,1.7635524,14.910628,20.162800886921666
86,4,165.0,1.8143926,14.910628,19.735027670343516
87,4,170.0,1.848922,14.910628,20.261286309329726
88,4,123.0,1.8532374,14.910628,19.689658453419813
89,4,146.0,1.8863003,14.910628,19.817673251105198
