"Iteration","Epoch","Cumulated_Reward","Entropy","Critic Loss","Discounted Reward"
1,0,300.0,1.8615083,0,20.195572096827288
2,0,173.0,1.8503484,0,20.338005647977585
3,0,293.0,1.8521743,0,19.850387885674767
4,0,212.0,1.8335232,0,19.845299129479372
5,0,160.0,1.764463,0,19.820283405162446
6,0,170.0,1.8587365,0,19.80808862788706
7,0,126.0,1.8544385,0,19.807634974338022
8,0,171.0,1.8539126,0,19.797836470842732
9,0,133.0,1.9105825,0,19.79993953979335
10,0,249.0,1.8802401,0,19.809148468079933
11,0,173.0,1.8499309,0,19.839160300506983
12,0,130.0,1.8346385,0,19.658752549901145
13,0,170.0,1.8695028,0,20.177728611907312
14,0,180.0,1.8500861,0,19.734567589275894
15,0,286.0,1.899868,0,19.8712442471545
16,0,123.0,1.7720516,0,19.759580956635443
17,0,172.0,1.8316829,0,19.82047272886275
18,0,209.0,1.8234891,0,19.786958009204625
19,0,347.0,1.8114898,0,19.755113302095218
20,0,212.0,1.8461087,0,20.235158062079282
21,1,210.0,1.7465209,165.19093,20.275344506886892
22,1,217.0,1.8881994,165.19093,19.836189849308404
23,1,205.0,1.8789053,165.19093,20.323450428173437
24,1,130.0,1.8746125,165.19093,19.775580368490026
25,1,202.0,1.8442693,165.19093,19.858512991871702
26,1,153.0,1.85467,165.19093,19.796452881579228
27,1,130.0,1.8728752,165.19093,19.725472951719027
28,1,112.0,1.8775448,165.19093,19.681280981260457
29,1,217.0,1.8733635,165.19093,20.21529038716293
30,1,181.0,1.872582,165.19093,19.843220364308507
31,1,249.0,1.8564241,165.19093,20.32366059970252
32,1,117.0,1.8913713,165.19093,19.63018395519511
33,1,206.0,1.857651,165.19093,19.84388734713572
34,1,160.0,1.816422,165.19093,19.800078212427092
35,1,199.0,1.8313674,165.19093,20.4169276590736
36,1,242.0,1.7763417,165.19093,20.297368255626075
37,1,217.0,1.9193738,165.19093,20.185100414951744
38,1,403.0,1.9030106,165.19093,19.793342930632033
39,1,171.0,1.7615929,165.19093,19.807285905601425
40,1,222.0,1.869988,165.19093,19.81702694873102
41,1,126.0,1.8939756,165.19093,19.633531043952793
42,2,125.0,1.818969,19.190136,19.73840725025531
43,2,129.0,1.6901014,19.190136,19.814219909635256
44,2,170.0,1.8054974,19.190136,19.84767627368781
45,2,246.0,1.8607839,19.190136,20.22874882464349
46,2,232.0,1.8401451,19.190136,20.40781436022557
47,2,161.0,1.6993018,19.190136,19.720879349311584
48,2,175.0,1.8146671,19.190136,19.815893384676784
49,2,168.0,1.8854103,19.190136,19.81851358176725
50,2,134.0,1.8348799,19.190136,19.809350509881646
51,2,193.0,1.827691,19.190136,19.724557042886936
52,2,160.0,1.7970417,19.190136,19.74103415008666
53,2,128.0,1.789074,19.190136,19.798949267528606
54,2,211.0,1.8196224,19.190136,19.79770302065084
55,2,258.0,1.8772631,19.190136,20.282433287383416
56,2,118.0,1.8483007,19.190136,19.623480030665366
57,2,341.0,1.8040704,19.190136,20.20948510139125
58,2,155.0,1.8690856,19.190136,19.70642824060396
59,2,179.0,1.8357197,19.190136,19.83273979986883
60,2,244.0,1.858328,19.190136,19.66379826992794
61,2,119.0,1.8399818,19.190136,19.66624101956359
62,2,133.0,1.7428267,19.190136,19.743141665484266
63,2,196.0,1.7328664,19.190136,19.791456777732787
64,3,134.0,1.6792805,14.620838,19.705339066912217
65,3,161.0,1.8680514,14.620838,19.78122725578353
66,3,120.0,1.7116784,14.620838,19.759118430288144
67,3,204.0,1.7266525,14.620838,19.762936377575127
68,3,120.0,1.7509928,14.620838,19.754662083594926
69,3,184.0,1.7726936,14.620838,20.30667697155379
70,3,184.0,1.7929648,14.620838,19.868979646592035
71,3,127.0,1.8693277,14.620838,19.64632487655232
72,3,253.0,1.7309517,14.620838,19.697938381019846
73,3,186.0,1.7201052,14.620838,19.771517362213807
74,3,138.0,1.7764779,14.620838,19.836728575584402
75,3,246.0,1.8141491,14.620838,20.232278008829528
76,3,128.0,1.7762384,14.620838,19.772075095652085
77,3,294.0,1.8122438,14.620838,19.86387740424854
78,3,221.0,1.721632,14.620838,20.174023447473207
79,3,137.0,1.7265096,14.620838,19.790787281172342
80,3,166.0,1.7743655,14.620838,20.184404408031288
81,3,200.0,1.736526,14.620838,19.65857247101711
82,3,165.0,1.7914888,14.620838,19.82187204899803
