"Iteration","Epoch","Cumulated_Reward","Entropy","Critic Loss","Discounted Reward"
1,0,164.0,1.9235308,0,19.8160684078522
2,0,156.0,1.9328368,0,20.331479260193806
3,0,119.0,1.8895936,0,19.666119271999694
4,0,168.0,1.9428405,0,19.71960913014448
5,0,196.0,1.9330667,0,19.763249380882947
6,0,164.0,1.9428635,0,19.703312698847874
7,0,248.0,1.93152,0,20.27306850176569
8,0,134.0,1.92085,0,19.751919806916177
9,0,117.0,1.9265018,0,19.688697865268626
10,0,125.0,1.9362912,0,19.624724545104936
11,0,219.0,1.8611469,0,20.16649993654857
12,0,244.0,1.8509632,0,19.883159609826983
13,0,175.0,1.9254016,0,20.28632727043606
14,0,136.0,1.8780613,0,19.82251712069429
15,0,162.0,1.9263774,0,19.761989831968688
16,0,159.0,1.8718272,0,19.675758492227917
17,0,127.0,1.8112309,0,19.72722967671819
18,0,206.0,1.9379838,0,20.2710325777389
19,0,181.0,1.8839902,0,19.786777558828707
20,0,266.0,1.9244764,0,20.344492378471113
21,0,217.0,1.9331934,0,20.17100180375655
22,0,241.0,1.8898154,0,20.28974981528796
23,1,177.0,1.8552846,90.222145,20.217531133044883
24,1,261.0,1.9347268,90.222145,19.869885204753956
25,1,163.0,1.8872885,90.222145,20.199981782877803
26,1,166.0,1.7987267,90.222145,19.77443365583408
27,1,252.0,1.9431951,90.222145,20.408237729040856
28,1,183.0,1.8138738,90.222145,19.805571592212672
29,1,108.0,1.9347075,90.222145,19.577929709846007
30,1,322.0,1.9008763,90.222145,20.277367431058888
31,1,142.0,1.9367567,90.222145,19.78536772340904
32,1,212.0,1.9354068,90.222145,19.709370300891276
33,1,175.0,1.9267384,90.222145,19.794278191941753
34,1,133.0,1.9423926,90.222145,19.806495529519182
35,1,179.0,1.9172043,90.222145,20.156084904346926
36,1,263.0,1.9268154,90.222145,20.178735809938964
37,1,175.0,1.9282197,90.222145,19.832164632475013
38,1,163.0,1.9031934,90.222145,20.230493891406688
39,1,290.0,1.9201767,90.222145,20.233620970162274
40,1,158.0,1.9178207,90.222145,20.32197852879739
41,1,216.0,1.928059,90.222145,19.662794504027367
42,1,366.0,1.9430927,90.222145,20.366295494874052
43,2,209.0,1.9104831,43.293823,19.7368219876856
44,2,168.0,1.9394796,43.293823,19.82660567124322
45,2,173.0,1.8798462,43.293823,20.28594066627911
46,2,253.0,1.938495,43.293823,20.3522547639356
47,2,132.0,1.8916137,43.293823,19.79554594089287
48,2,333.0,1.9213288,43.293823,20.41601090337097
49,2,261.0,1.9269367,43.293823,20.35042040518718
50,2,350.0,1.9379194,43.293823,19.851172749838973
51,2,126.0,1.889561,43.293823,19.747451629531405
52,2,280.0,1.9363197,43.293823,20.331444565148903
53,2,169.0,1.8161919,43.293823,20.246489820419704
54,2,264.0,1.934139,43.293823,20.178048296683173
55,2,204.0,1.9326477,43.293823,19.833376205562836
56,2,168.0,1.9342271,43.293823,20.20762476524108
57,2,249.0,1.8924513,43.293823,20.33315882852203
58,2,134.0,1.9317206,43.293823,19.79736295305812
59,2,164.0,1.9161634,43.293823,19.710351949583202
60,2,190.0,1.9154658,43.293823,20.386782726252857
61,2,127.0,1.914973,43.293823,19.72999085119529
62,2,184.0,1.9215214,43.293823,19.871233533451324
63,3,230.0,1.9086654,19.84646,20.165102074101995
64,3,131.0,1.9359071,19.84646,19.734458350298542
65,3,227.0,1.9094733,19.84646,19.875137916999734
66,3,176.0,1.9372499,19.84646,19.76450453046448
67,3,210.0,1.9032174,19.84646,20.251694622921605
68,3,159.0,1.8962582,19.84646,20.245432040577676
69,3,209.0,1.8926604,19.84646,19.873490233828154
70,3,169.0,1.9127729,19.84646,20.256450683718686
71,3,121.0,1.9055327,19.84646,19.69878252015613
72,3,244.0,1.9049423,19.84646,20.20674875649639
