"Episode","Total Reward"
0,385.0
1,247.0
2,385.0
3,429.0
4,280.0
5,294.0
6,722.0
7,277.0
8,389.0
9,299.0
10,386.0
11,449.0
12,528.0
13,327.0
14,739.0
15,470.0
16,1163.0
17,276.0
18,910.0
19,606.0
20,165.0
21,564.0
22,402.0
23,348.0
24,370.0
25,810.0
26,166.0
27,814.0
28,458.0
29,187.0
30,234.0
31,255.0
32,1005.0
33,354.0
34,519.0
35,505.0
36,283.0
37,661.0
38,330.0
39,661.0
40,508.0
41,251.0
42,199.0
43,347.0
44,251.0
45,851.0
46,368.0
47,607.0
48,251.0
49,340.0
