"Episode","Total Reward"
0,7534.0
1,10618.0
2,12800.0
3,15396.0
4,3954.0
5,12285.0
6,2134.0
7,2731.0
8,17309.0
9,4848.0
10,10111.0
11,1917.0
12,6388.0
13,4958.0
14,13392.0
15,8028.0
16,13114.0
17,5057.0
18,5344.0
19,13472.0
20,12024.0
21,14624.0
22,16941.0
23,3038.0
24,8702.0
25,4989.0
26,5748.0
27,5166.0
28,8760.0
29,7687.0
30,11373.0
31,6823.0
32,5496.0
33,10468.0
34,10761.0
35,5552.0
36,28210.0
37,13849.0
38,10007.0
39,3480.0
40,29071.0
41,8195.0
42,9113.0
43,9212.0
44,6456.0
45,4189.0
46,4322.0
47,12326.0
48,19123.0
49,2929.0
