"Episode","Total Reward"
0,28677.0
1,29719.0
2,25587.0
3,22009.0
4,17761.0
5,13499.0
6,11898.0
7,8994.0
8,26457.0
9,16381.0
10,9355.0
11,14747.0
12,10250.0
13,13290.0
14,16893.0
15,13751.0
16,5084.0
17,15271.0
18,20138.0
19,9950.0
20,5844.0
21,11493.0
22,23313.0
23,18465.0
24,16005.0
25,25367.0
26,24311.0
27,20814.0
28,30000.0
29,25223.0
30,30000.0
31,20267.0
32,11677.0
33,15871.0
34,30000.0
35,22771.0
36,30000.0
37,27560.0
38,30000.0
39,30001.0
40,5913.0
41,10607.0
42,20735.0
43,12452.0
44,30000.0
45,30000.0
46,18338.0
47,30000.0
48,30000.0
49,19646.0
