"Episode","Total Reward"
0,17500.0
1,7444.0
2,11500.0
3,12390.0
4,9655.0
5,8668.0
6,18210.0
7,11881.0
8,8294.0
9,28124.0
10,11458.0
11,21627.0
12,20066.0
13,10300.0
14,7519.0
15,19174.0
16,9743.0
17,30000.0
18,14417.0
19,12857.0
20,15309.0
21,11209.0
22,12831.0
23,9766.0
24,11986.0
25,6202.0
26,13742.0
27,12127.0
28,4261.0
29,6391.0
30,7032.0
31,19076.0
32,17423.0
33,13895.0
34,22668.0
35,30000.0
36,18708.0
37,18693.0
38,17350.0
39,8039.0
40,30000.0
41,15510.0
42,25932.0
43,30002.0
44,30000.0
45,14307.0
46,13656.0
47,18979.0
48,30000.0
49,9946.0
