"Episode","Total Reward"
0,3604.0
1,10648.0
2,24489.0
3,3882.0
4,5181.0
5,9876.0
6,14328.0
7,5177.0
8,2951.0
9,11220.0
10,20152.0
11,13507.0
12,18691.0
13,26422.0
14,10892.0
15,17131.0
16,17367.0
17,11352.0
18,9359.0
19,1585.0
20,25446.0
21,3258.0
22,1060.0
23,14542.0
24,6593.0
25,1395.0
26,23542.0
27,8987.0
28,10308.0
29,20723.0
30,16993.0
31,9773.0
32,20983.0
33,6937.0
34,9252.0
35,22818.0
36,5380.0
37,7936.0
38,11826.0
39,16327.0
40,4498.0
41,4160.0
42,6216.0
43,7182.0
44,16923.0
45,8635.0
46,3854.0
47,7940.0
48,21448.0
49,15550.0
