"Episode","Total Reward"
0,5966.0
1,28071.0
2,6090.0
3,7091.0
4,2398.0
5,6617.0
6,5964.0
7,26649.0
8,20199.0
9,9874.0
10,2500.0
11,15249.0
12,21495.0
13,11269.0
14,13666.0
15,18014.0
16,25754.0
17,13742.0
18,4398.0
19,12903.0
20,21174.0
21,3183.0
22,16479.0
23,14749.0
24,11731.0
25,7710.0
26,10678.0
27,6040.0
28,10439.0
29,12489.0
30,3518.0
31,18962.0
32,26208.0
33,30000.0
34,9133.0
35,9504.0
36,12523.0
37,7789.0
38,13817.0
39,12181.0
40,6406.0
41,13289.0
42,17667.0
43,16753.0
44,30002.0
45,14336.0
46,8616.0
47,5893.0
48,7423.0
49,17372.0
