"Episode","Total Reward"
0,28120.0
1,4136.0
2,13901.0
3,11245.0
4,18308.0
5,19690.0
6,21986.0
7,20962.0
8,30000.0
9,10555.0
10,5312.0
11,14046.0
12,26085.0
13,28028.0
14,17689.0
15,19900.0
16,12779.0
17,27208.0
18,30000.0
19,15089.0
20,23729.0
21,11645.0
22,4111.0
23,14226.0
24,13224.0
25,30000.0
26,6082.0
27,28812.0
28,11423.0
29,15029.0
30,11390.0
31,22107.0
32,26551.0
33,14425.0
34,28901.0
35,7192.0
36,25987.0
37,27161.0
38,18076.0
39,8049.0
40,30000.0
41,20042.0
42,25183.0
43,9476.0
44,10112.0
45,2942.0
46,28182.0
47,30000.0
48,24831.0
49,7617.0
