"Episode","Total Reward"
0,16463.0
1,15781.0
2,8295.0
3,30000.0
4,10565.0
5,7215.0
6,22488.0
7,24201.0
8,14324.0
9,29666.0
10,27323.0
11,30000.0
12,25287.0
13,30000.0
14,30000.0
15,4331.0
16,6235.0
17,30000.0
18,30000.0
19,12849.0
20,16888.0
21,7920.0
22,14819.0
23,24396.0
24,29581.0
25,30000.0
26,6825.0
27,30000.0
28,30000.0
29,30000.0
30,30000.0
31,8470.0
32,7173.0
33,30000.0
34,6844.0
35,30000.0
36,15768.0
37,25127.0
38,23820.0
39,30000.0
40,23886.0
41,14614.0
42,13487.0
43,30000.0
44,30000.0
45,22954.0
46,14061.0
47,25900.0
48,18509.0
49,23486.0
