"Episode","Total Reward"
0,20165.0
1,5434.0
2,21368.0
3,20397.0
4,13769.0
5,29249.0
6,30000.0
7,26483.0
8,19188.0
9,20820.0
10,16759.0
11,20698.0
12,4509.0
13,16722.0
14,14787.0
15,15960.0
16,30000.0
17,10767.0
18,30000.0
19,27704.0
20,8479.0
21,14337.0
22,8650.0
23,21079.0
24,4159.0
25,12877.0
26,9397.0
27,12771.0
28,17502.0
29,4154.0
30,29101.0
31,15641.0
32,14794.0
33,16831.0
34,14544.0
35,11853.0
36,3652.0
37,7923.0
38,13775.0
39,23929.0
40,26392.0
41,7930.0
42,6789.0
43,7723.0
44,30000.0
45,14314.0
46,22743.0
47,7297.0
48,28261.0
49,12904.0
