"Episode","Total Reward"
0,13454.0
1,24987.0
2,5825.0
3,19972.0
4,15398.0
5,14286.0
6,30000.0
7,27429.0
8,30000.0
9,20971.0
10,9606.0
11,17778.0
12,16144.0
13,30000.0
14,8458.0
15,16509.0
16,17638.0
17,30000.0
18,30000.0
19,15891.0
20,30000.0
21,8043.0
22,17634.0
23,14517.0
24,30000.0
25,21594.0
26,14670.0
27,4156.0
28,20687.0
29,15301.0
30,6853.0
31,25599.0
32,15522.0
33,21744.0
34,24780.0
35,10204.0
36,17235.0
37,16110.0
38,12553.0
39,11061.0
40,20865.0
41,25424.0
42,14890.0
43,20889.0
44,19843.0
45,26729.0
46,30000.0
47,15459.0
48,30001.0
49,4322.0
