"Episode","Total Reward"
0,30000.0
1,21902.0
2,23333.0
3,30000.0
4,22864.0
5,30000.0
6,30000.0
7,30000.0
8,17302.0
9,23243.0
10,15757.0
11,7171.0
12,22526.0
13,11213.0
14,30000.0
15,30000.0
16,15086.0
17,14045.0
18,25220.0
19,30000.0
20,30000.0
21,30002.0
22,15990.0
23,28735.0
24,22819.0
25,30000.0
26,30000.0
27,30000.0
28,22757.0
29,30000.0
30,16748.0
31,24798.0
32,30000.0
33,21859.0
34,16110.0
35,27232.0
36,30000.0
37,30000.0
38,20475.0
39,30000.0
40,8098.0
41,26138.0
42,15204.0
43,14928.0
44,30000.0
45,30000.0
46,13927.0
47,30000.0
48,30000.0
49,7940.0
