"Episode","Total Reward"
0,7372.0
1,5222.0
2,5645.0
3,17733.0
4,9555.0
5,11818.0
6,11865.0
7,2854.0
8,9799.0
9,10382.0
10,10680.0
11,5102.0
12,8834.0
13,11553.0
14,12641.0
15,9871.0
16,6020.0
17,10502.0
18,4516.0
19,9677.0
20,13288.0
21,17384.0
22,6445.0
23,12789.0
24,11256.0
25,6544.0
26,5383.0
27,5732.0
28,4369.0
29,4122.0
30,5872.0
31,4350.0
32,5352.0
33,23466.0
34,4620.0
35,12064.0
36,13889.0
37,22547.0
38,14315.0
39,6491.0
40,5556.0
41,3321.0
42,8891.0
43,9348.0
44,10348.0
45,17567.0
46,21636.0
47,11503.0
48,8460.0
49,10284.0
