"Episode","Total Reward"
0,9293.0
1,21153.0
2,16823.0
3,9172.0
4,18860.0
5,15722.0
6,30000.0
7,30000.0
8,16003.0
9,23567.0
10,24290.0
11,27809.0
12,1504.0
13,16386.0
14,20401.0
15,11911.0
16,15891.0
17,20039.0
18,1765.0
19,13314.0
20,20036.0
21,11731.0
22,27694.0
23,9713.0
24,26476.0
25,30000.0
26,18610.0
27,6138.0
28,30000.0
29,7745.0
30,8682.0
31,11532.0
32,16131.0
33,10869.0
34,2778.0
35,11238.0
36,25450.0
37,5021.0
38,25974.0
39,12390.0
40,10809.0
41,7094.0
42,8362.0
43,19185.0
44,4799.0
45,17734.0
46,9912.0
47,15184.0
48,16902.0
49,28132.0
