"Episode","Total Reward"
0,22668.0
1,15979.0
2,30000.0
3,17727.0
4,24480.0
5,7771.0
6,6647.0
7,15372.0
8,13434.0
9,26353.0
10,17265.0
11,17801.0
12,16181.0
13,9591.0
14,4052.0
15,24994.0
16,17650.0
17,17256.0
18,8896.0
19,13469.0
20,30002.0
21,27924.0
22,19849.0
23,13344.0
24,18125.0
25,17737.0
26,29774.0
27,13875.0
28,30000.0
29,10293.0
30,13086.0
31,30000.0
32,18612.0
33,12857.0
34,15205.0
35,5285.0
36,30000.0
37,30000.0
38,30000.0
39,16781.0
40,30000.0
41,5090.0
42,20157.0
43,7951.0
44,21543.0
45,26580.0
46,27584.0
47,30000.0
48,15072.0
49,30000.0
