"Episode","Total Reward"
0,13313.0
1,3056.0
2,25338.0
3,12082.0
4,8307.0
5,10948.0
6,16715.0
7,12650.0
8,7066.0
9,12492.0
10,4917.0
11,12022.0
12,21589.0
13,10029.0
14,11309.0
15,6291.0
16,8885.0
17,4207.0
18,4863.0
19,1815.0
20,14416.0
21,13724.0
22,13088.0
23,2510.0
24,7648.0
25,10958.0
26,6898.0
27,18309.0
28,2231.0
29,19443.0
30,20372.0
31,4122.0
32,7278.0
33,11667.0
34,7095.0
35,3872.0
36,8501.0
37,17277.0
38,6689.0
39,2933.0
40,12123.0
41,18405.0
42,15281.0
43,13818.0
44,14436.0
45,14395.0
46,16683.0
47,12505.0
48,24601.0
49,3070.0
