"Episode","Total Reward"
0,16430.0
1,7451.0
2,10898.0
3,23578.0
4,20585.0
5,1165.0
6,7275.0
7,5834.0
8,14804.0
9,21360.0
10,13810.0
11,8074.0
12,6262.0
13,9189.0
14,5365.0
15,4226.0
16,2820.0
17,5265.0
18,8544.0
19,1607.0
20,2959.0
21,10521.0
22,6553.0
23,7689.0
24,11638.0
25,3298.0
26,10161.0
27,10100.0
28,5292.0
29,10907.0
30,9224.0
31,3130.0
32,6233.0
33,5701.0
34,20185.0
35,7612.0
36,17957.0
37,14435.0
38,7784.0
39,7970.0
40,15391.0
41,4754.0
42,11063.0
43,5905.0
44,4464.0
45,2702.0
46,4065.0
47,8774.0
48,6418.0
49,10726.0
