"Episode","Total Reward"
0,26732.0
1,11163.0
2,20402.0
3,30000.0
4,2204.0
5,26531.0
6,5448.0
7,7046.0
8,18824.0
9,20985.0
10,8844.0
11,13353.0
12,30000.0
13,15167.0
14,3453.0
15,12999.0
16,3731.0
17,21708.0
18,25907.0
19,3680.0
20,14882.0
21,7674.0
22,12010.0
23,18804.0
24,14118.0
25,30000.0
26,9877.0
27,11675.0
28,7480.0
29,4232.0
30,21049.0
31,14351.0
32,9837.0
33,30000.0
34,3437.0
35,13375.0
36,12793.0
37,14616.0
38,4147.0
39,11483.0
40,26248.0
41,22268.0
42,12220.0
43,26001.0
44,30000.0
45,18750.0
46,11175.0
47,12560.0
48,9175.0
49,18177.0
