"Episode","Total Reward"
0,7309.0
1,3057.0
2,13777.0
3,6683.0
4,8976.0
5,1877.0
6,13029.0
7,8152.0
8,22734.0
9,3634.0
10,8311.0
11,11800.0
12,9322.0
13,9947.0
14,14330.0
15,11190.0
16,8507.0
17,21891.0
18,2159.0
19,30000.0
20,11593.0
21,3759.0
22,19139.0
23,4324.0
24,8697.0
25,8273.0
26,6843.0
27,8315.0
28,7498.0
29,18654.0
30,3264.0
31,14254.0
32,10854.0
33,13584.0
34,9024.0
35,11590.0
36,11718.0
37,22194.0
38,9639.0
39,7736.0
40,18218.0
41,25687.0
42,10317.0
43,10707.0
44,16359.0
45,15010.0
46,5967.0
47,6642.0
48,15177.0
49,14096.0
