"Episode","Total Reward"
0,17072.0
1,8556.0
2,7106.0
3,3000.0
4,20632.0
5,4347.0
6,5300.0
7,6843.0
8,13515.0
9,4198.0
10,6926.0
11,10052.0
12,3031.0
13,4830.0
14,3919.0
15,12683.0
16,4697.0
17,11289.0
18,8137.0
19,16600.0
20,8130.0
21,11117.0
22,3645.0
23,3773.0
24,3330.0
25,5579.0
26,7296.0
27,7273.0
28,3985.0
29,6489.0
30,6131.0
31,3101.0
32,11037.0
33,7409.0
34,14260.0
35,7743.0
36,2951.0
37,5041.0
38,7743.0
39,9503.0
40,7424.0
41,12622.0
42,16010.0
43,9602.0
44,10640.0
45,3995.0
46,12346.0
47,6650.0
48,6617.0
49,10542.0
