"Episode","Total Reward"
0,11785.0
1,19105.0
2,11609.0
3,22464.0
4,30000.0
5,4736.0
6,14097.0
7,11298.0
8,13431.0
9,16295.0
10,27651.0
11,19700.0
12,19703.0
13,8096.0
14,14714.0
15,20574.0
16,26974.0
17,5394.0
18,28726.0
19,25299.0
20,17814.0
21,17467.0
22,13699.0
23,8392.0
24,11489.0
25,19883.0
26,6614.0
27,29047.0
28,19394.0
29,16659.0
30,20832.0
31,22130.0
32,14483.0
33,12807.0
34,1316.0
35,10093.0
36,17704.0
37,24709.0
38,8357.0
39,30000.0
40,20463.0
41,15992.0
42,11686.0
43,8847.0
44,9100.0
45,7767.0
46,7544.0
47,8110.0
48,4697.0
49,7765.0
