"Episode","Total Reward"
0,30000.0
1,30000.0
2,23073.0
3,18049.0
4,19869.0
5,10786.0
6,30000.0
7,10131.0
8,19353.0
9,17987.0
10,25787.0
11,7877.0
12,25570.0
13,26690.0
14,30000.0
15,17939.0
16,20977.0
17,15194.0
18,30000.0
19,16148.0
20,8855.0
21,30000.0
22,6674.0
23,29832.0
24,21273.0
25,30000.0
26,30000.0
27,17381.0
28,22574.0
29,30000.0
30,30000.0
31,19562.0
32,30000.0
33,12318.0
34,11556.0
35,26503.0
36,24739.0
37,30000.0
38,30000.0
39,30001.0
40,19204.0
41,11576.0
42,12225.0
43,30000.0
44,29542.0
45,17724.0
46,30000.0
47,11344.0
48,9748.0
49,30001.0
