"Episode","Total Reward"
0,9060.0
1,6005.0
2,8048.0
3,11667.0
4,27161.0
5,12155.0
6,15640.0
7,12015.0
8,2941.0
9,30000.0
10,24911.0
11,7604.0
12,28371.0
13,11786.0
14,4270.0
15,24392.0
16,17178.0
17,17368.0
18,9932.0
19,23113.0
20,30000.0
21,24693.0
22,17410.0
23,10195.0
24,4693.0
25,19463.0
26,4481.0
27,30000.0
28,27195.0
29,4299.0
30,15026.0
31,2449.0
32,12426.0
33,18950.0
34,12703.0
35,19427.0
36,6148.0
37,8359.0
38,23976.0
39,26809.0
40,30000.0
41,20517.0
42,8326.0
43,806.0
44,16609.0
45,13576.0
46,11660.0
47,7028.0
48,16320.0
49,10679.0
