"Episode","Total Reward"
0,30000.0
1,15905.0
2,29720.0
3,11796.0
4,3667.0
5,27664.0
6,12660.0
7,11350.0
8,10756.0
9,16168.0
10,12505.0
11,30000.0
12,19457.0
13,6813.0
14,21598.0
15,6088.0
16,24920.0
17,22096.0
18,7810.0
19,13357.0
20,30000.0
21,3764.0
22,10253.0
23,9640.0
24,26216.0
25,30000.0
26,24084.0
27,30000.0
28,11396.0
29,20244.0
30,5253.0
31,6460.0
32,19757.0
33,22381.0
34,4253.0
35,18999.0
36,7858.0
37,27532.0
38,4808.0
39,28976.0
40,16207.0
41,11738.0
42,28286.0
43,16101.0
44,22069.0
45,16528.0
46,22094.0
47,30000.0
48,25810.0
49,15174.0
