"Episode","Total Reward"
0,30001.0
1,5324.0
2,8792.0
3,10010.0
4,30000.0
5,9955.0
6,30000.0
7,28060.0
8,11881.0
9,7273.0
10,27923.0
11,13471.0
12,29627.0
13,7852.0
14,17029.0
15,11647.0
16,3817.0
17,3336.0
18,30000.0
19,16818.0
20,16872.0
21,23693.0
22,27090.0
23,30000.0
24,10100.0
25,14800.0
26,26645.0
27,25171.0
28,29252.0
29,20184.0
30,5204.0
31,12297.0
32,30000.0
33,16601.0
34,30000.0
35,30000.0
36,2878.0
37,18413.0
38,23557.0
39,25422.0
40,30000.0
41,3602.0
42,3864.0
43,22401.0
44,30000.0
45,12181.0
46,30000.0
47,16585.0
48,11037.0
49,6016.0
