"Episode","Total Reward"
0,13834.0
1,7459.0
2,4568.0
3,10066.0
4,9804.0
5,21784.0
6,7919.0
7,9177.0
8,3045.0
9,2657.0
10,5302.0
11,7361.0
12,2350.0
13,12715.0
14,10753.0
15,5453.0
16,6070.0
17,11142.0
18,10386.0
19,12130.0
20,10490.0
21,3781.0
22,2384.0
23,15360.0
24,3487.0
25,9647.0
26,22794.0
27,4404.0
28,2958.0
29,1901.0
30,13345.0
31,14808.0
32,12702.0
33,7672.0
34,3346.0
35,12487.0
36,14461.0
37,10528.0
38,11640.0
39,4921.0
40,8351.0
41,5127.0
42,18152.0
43,6411.0
44,4675.0
45,3965.0
46,5983.0
47,4261.0
48,5857.0
49,12868.0
