"Episode","Total Reward"
0,30000.0
1,11736.0
2,26369.0
3,28032.0
4,30000.0
5,24024.0
6,12994.0
7,17233.0
8,20950.0
9,29939.0
10,30000.0
11,18149.0
12,20912.0
13,30000.0
14,23508.0
15,27691.0
16,30000.0
17,2070.0
18,30000.0
19,17016.0
20,30000.0
21,30000.0
22,30000.0
23,4458.0
24,30000.0
25,13475.0
26,10730.0
27,30000.0
28,30000.0
29,24730.0
30,29434.0
31,17493.0
32,21555.0
33,30000.0
34,8613.0
35,30000.0
36,10961.0
37,30000.0
38,16410.0
39,30000.0
40,30000.0
41,30000.0
42,30000.0
43,30000.0
44,30000.0
45,26964.0
46,15057.0
47,30000.0
48,27085.0
49,20632.0
